DATE	USAF	TEMP_F	TEMP_C	REF_TEMP_C	DIFF_C
11/1/1999	29740	36.76321353	2.646229739	0.45649442	2.189735319
11/1/2000	29740	40.51952278	4.733068209	0.45649442	4.276573789
11/1/2001	29740	31.93081761	-0.038434661	0.45649442	-0.494929081
11/1/2002	29740	26.86503067	-2.852760736	0.45649442	-3.309255156
11/1/2003	29740	37.17527011	2.87515006	0.45649442	2.41865564
11/1/2004	29740	31.4769599	-0.290577831	0.45649442	-0.747072251
11/1/2005	29740	38.38741722	3.548565121	0.45649442	3.092070702
11/1/2006	29740	34.87099812	1.594998954	0.45649442	1.138504534
11/1/2007	29740	32.01214386	0.006746588	0.45649442	-0.449747832
11/1/2008	29740	36.62634283	2.570190461	0.45649442	2.113696042
11/1/2009	29740	36.6555401	2.586411168	0.45649442	2.129916748
11/1/2010	29740	28.76268797	-1.798506683	0.45649442	-2.255001103
11/1/2011	29740	39.79257541	4.329208559	0.45649442	3.872714139
11/1/2012	29740	37.79116279	3.217312661	0.45649442	2.760818242
11/1/2013	29740	38.30848089	3.504711608	0.45649442	3.048217188
11/1/2014	29740	36.0375	2.243055556	0.45649442	1.786561136
11/1/2015	29740	40.27121001	4.595116674	0.45649442	4.138622255
11/1/2016	29740	30.26266853	-0.965184152	0.45649442	-1.421678572
11/1/2017	29740	36.99119963	2.772888683	0.45649442	2.316394263
11/1/2018	29740	37.90280374	3.27933541	0.45649442	2.82284099
12/1/1952	29740	27.06896552	-2.739463602	-3.108101817	0.368638215
12/1/1953	29740	29.66935484	-1.294802867	-3.108101817	1.813298949
12/1/1954	29740	31.9338843	-0.036730946	-3.108101817	3.071370871
12/1/1955	29740	12.89166667	-10.61574074	-3.108101817	-7.507638924
12/1/1956	29740	27.83606557	-2.313296903	-3.108101817	0.794804913
12/1/1957	29740	28.35483871	-2.025089606	-3.108101817	1.083012211
12/1/1958	29740	20.09677419	-6.612903226	-3.108101817	-3.504801409
12/1/1959	29740	22.60747664	-5.218068536	-3.108101817	-2.109966719
12/1/1960	29740	31.52534562	-0.263696877	-3.108101817	2.84440494
12/1/1961	29740	22.79411765	-5.114379085	-3.108101817	-2.006277268
12/1/1962	29740	19.70124481	-6.83264177	-3.108101817	-3.724539954
12/1/1963	29740	24.3106383	-4.271867612	-3.108101817	-1.163765796
12/1/1973	29740	20.26734007	-6.518144407	-3.108101817	-3.41004259
12/1/1974	29740	33.22859025	0.682550139	-3.108101817	3.790651956
12/1/1975	29740	28.97802888	-1.678872846	-3.108101817	1.42922897
12/1/1976	29740	24.83035163	-3.983137981	-3.108101817	-0.875036164
12/1/1977	29740	25.663125	-3.520486111	-3.108101817	-0.412384294
12/1/1978	29740	9.58443189	-12.45309339	-3.108101817	-9.344991578
12/1/1979	29740	24.89547677	-3.946957349	-3.108101817	-0.838855532
12/1/1980	29740	26.45699183	-3.079448983	-3.108101817	0.028652834
12/1/1981	29740	21.26049383	-5.966392318	-3.108101817	-2.858290502
12/1/1982	29740	31.56976744	-0.239018088	-3.108101817	2.869083729
12/1/1983	29740	27.44783715	-2.528979361	-3.108101817	0.579122456
12/1/1984	29740	28.43683218	-1.979537677	-3.108101817	1.128564139
12/1/1985	29740	20.27048634	-6.516396476	-3.108101817	-3.40829466
12/1/1986	29740	19.90746861	-6.718072997	-3.108101817	-3.60997118
12/1/1987	29740	23.59932432	-4.667042042	-3.108101817	-1.558940225
12/1/1988	29740	20.76065773	-6.244079036	-3.108101817	-3.13597722
12/1/1989	29740	23.2217471	-4.876807168	-3.108101817	-1.768705351
12/1/1990	29740	30.16289039	-1.020616452	-3.108101817	2.087485364
12/1/1991	29740	29.80535714	-1.219246032	-3.108101817	1.888855785
12/1/1992	29740	32.74277108	0.412650602	-3.108101817	3.520752419
12/1/1993	29740	26.90303738	-2.831645898	-3.108101817	0.276455918
12/1/1994	29740	31.26478149	-0.408454727	-3.108101817	2.699647089
12/1/1995	29740	17.6171875	-7.990451389	-3.108101817	-4.882349572
12/1/1996	29740	22.72141919	-5.154767119	-3.108101817	-2.046665303
12/1/1997	29740	26.19193324	-3.226703755	-3.108101817	-0.118601939
12/1/1998	29740	28.38807947	-2.006622517	-3.108101817	1.1014793
12/1/1999	29740	28.18907988	-2.117177845	-3.108101817	0.990923971
12/1/2000	29740	34.16391753	1.202176403	-3.108101817	4.31027822
12/1/2001	29740	19.36852792	-7.01748449	-3.108101817	-3.909382673
12/1/2002	29740	17.42472173	-8.097376814	-3.108101817	-4.989274998
12/1/2003	29740	30.26355685	-0.964690638	-3.108101817	2.143411179
12/1/2004	29740	31.18160516	-0.454663803	-3.108101817	2.653438014
12/1/2005	29740	25.5387931	-3.589559387	-3.108101817	-0.48145757
12/1/2006	29740	37.74116047	3.189533595	-3.108101817	6.297635412
12/1/2007	29740	34.8556701	1.586483391	-3.108101817	4.694585207
12/1/2008	29740	32.76122083	0.422900459	-3.108101817	3.531002275
12/1/2009	29740	22.32150978	-5.376939013	-3.108101817	-2.268837196
12/1/2010	29740	16.08066697	-8.844073907	-3.108101817	-5.735972091
12/1/2011	29740	35.89433453	2.163519185	-3.108101817	5.271621001
12/1/2012	29740	20.01571621	-6.657935439	-3.108101817	-3.549833622
12/1/2013	29740	34.44499326	1.358329591	-3.108101817	4.466431408
12/1/2014	29740	30.32886239	-0.928409781	-3.108101817	2.179692036
12/1/2015	29740	35.89918992	2.166216622	-3.108101817	5.274318438
12/1/2016	29740	30.53697024	-0.812794309	-3.108101817	2.295307507
12/1/2017	29740	33.44504505	0.802802803	-3.108101817	3.910904619
12/1/2018	29740	28.63228916	-1.870950469	-3.108101817	1.237151348
